Election Year (2017 for all records on CD)                ,Election Type Code (P for all records on CD)              ,County Code (01 through 67 see attached sheet),Precinct Code                                             ,Party 1 rank                                              ,Party 1 abbreviation                                      ,Registered Voters for party 1                             ,Party 2 rank                                              ,Party 2 abbreviation                                      ,Registered Voters for party 2                             ,Party 3 rank                                              ,Party 3 abbreviation                                      ,Registered Voters for party 3                             ,Party 4 rank                                              ,Party 4 abbreviation                                      ,Registered Voters for party 4                             ,Party 5 rank                                              ,Party 5 abbreviation                                      ,Registered Voters for party 5                             ,Party 6 rank                                              ,Party 6 abbreviation                                      ,Registered Voters for party 6                             ,U.S. Congressional District                               ,Pennsylvania State Senatorial District                    ,Pennsylvania State House District                         ,Municipality Type Code                                    ,Municipality Name                                        ,Municipality Breakdown Code 1                             ,Municipality Breakdown Name 1                            ,Municipality Breakdown Code 2                             ,Municipality Breakdown Name 2                            ,Bi-County Code (if municipality crosses county lines)    ,MCD Code                                                  ,FIPS Code                                                 ,VTD code                                                  ,Previous Precinct Code                                    ,Previous U.S. Congressional District                      ,Previous PA State Senatorial District                     ,Previous PA State House District 
2017,P,2,7300,1,DEM,393,2,REP,12,3,OTH,33,4,,0,5,,0,6,,0,14,43,24,2,PITTSBURGH,W,13,D,12,0,435,3,8970,0,14,38,24
2017,P,2,7310,1,DEM,266,2,REP,8,3,OTH,33,4,,0,5,,0,6,,0,14,43,24,2,PITTSBURGH,W,13,D,13,0,435,3,8990,0,14,38,24
2017,P,2,7320,1,DEM,240,2,REP,13,3,OTH,35,4,,0,5,,0,6,,0,14,43,24,2,PITTSBURGH,W,13,D,14,0,435,3,9010,0,14,38,24
2017,P,2,7330,1,DEM,297,2,REP,12,3,OTH,30,4,,0,5,,0,6,,0,14,43,24,2,PITTSBURGH,W,13,D,15,0,435,3,9030,0,14,38,24
2017,P,2,7340,1,DEM,315,2,REP,12,3,OTH,27,4,,0,5,,0,6,,0,14,43,24,2,PITTSBURGH,W,13,D,16,0,435,3,9050,0,14,38,24
2017,P,2,7350,1,DEM,751,2,REP,34,3,OTH,106,4,,0,5,,0,6,,0,14,43,24,2,PITTSBURGH,W,13,D,17,0,435,3,9070,0,14,38,24
2017,P,2,7360,1,DEM,198,2,REP,7,3,OTH,25,4,,0,5,,0,6,,0,14,43,24,2,PITTSBURGH,W,13,D,18,0,435,3,9080,0,14,38,24
2017,P,2,7370,1,DEM,441,2,REP,11,3,OTH,29,4,,0,5,,0,6,,0,14,43,24,2,PITTSBURGH,W,13,D,19,0,435,3,9090,0,14,38,24
2017,P,2,7380,1,DEM,463,2,REP,83,3,OTH,167,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,1,0,435,3,9110,0,14,43,23
2017,P,2,7390,1,DEM,892,2,REP,159,3,OTH,437,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,2,0,435,3,9130,0,14,43,23
2017,P,2,7400,1,DEM,628,2,REP,114,3,OTH,141,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,3,0,435,3,9150,0,14,43,23
2017,P,2,7410,1,DEM,571,2,REP,67,3,OTH,119,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,4,0,435,3,9170,0,14,43,23
2017,P,2,7420,1,DEM,578,2,REP,105,3,OTH,124,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,5,0,435,3,9190,0,14,43,23
2017,P,2,7430,1,DEM,489,2,REP,121,3,OTH,136,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,6,0,435,3,9210,0,14,43,23
2017,P,2,7440,1,DEM,2125,2,REP,329,3,OTH,1269,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,7,0,435,3,9230,0,14,43,23
2017,P,2,7450,1,DEM,529,2,REP,93,3,OTH,149,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,8,0,435,3,9250,0,14,43,23
2017,P,2,7460,1,DEM,581,2,REP,120,3,OTH,95,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,9,0,435,3,9270,0,14,43,23
2017,P,2,7470,1,DEM,513,2,REP,94,3,OTH,106,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,10,0,435,3,9290,0,14,43,23
2017,P,2,7480,1,DEM,556,2,REP,118,3,OTH,136,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,11,0,435,3,9310,0,14,43,23
2017,P,2,7490,1,DEM,565,2,REP,66,3,OTH,135,4,,0,5,,0,6,,0,14,43,24,2,PITTSBURGH,W,14,D,12,0,435,3,9330,0,14,38,24
2017,P,2,7500,1,DEM,621,2,REP,59,3,OTH,92,4,,0,5,,0,6,,0,14,43,24,2,PITTSBURGH,W,14,D,13,0,435,3,9350,0,14,38,24
2017,P,2,7510,1,DEM,645,2,REP,111,3,OTH,136,4,,0,5,,0,6,,0,14,43,24,2,PITTSBURGH,W,14,D,14,0,435,3,9370,0,14,38,24
2017,P,2,7520,1,DEM,588,2,REP,73,3,OTH,113,4,,0,5,,0,6,,0,14,43,24,2,PITTSBURGH,W,14,D,15,0,435,3,9390,0,14,43,24
2017,P,2,7530,1,DEM,363,2,REP,87,3,OTH,61,4,,0,5,,0,6,,0,14,43,24,2,PITTSBURGH,W,14,D,16,0,435,3,9410,0,14,43,23
2017,P,2,7540,1,DEM,346,2,REP,52,3,OTH,56,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,17,0,435,3,9430,0,14,43,23
2017,P,2,7550,1,DEM,559,2,REP,101,3,OTH,111,4,,0,5,,0,6,,0,14,43,24,2,PITTSBURGH,W,14,D,18,0,435,3,9450,0,14,43,23
2017,P,2,7560,1,DEM,493,2,REP,64,3,OTH,59,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,19,0,435,3,9470,0,14,43,23
2017,P,2,7570,1,DEM,484,2,REP,82,3,OTH,102,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,20,0,435,3,9490,0,14,43,23
2017,P,2,7580,1,DEM,424,2,REP,73,3,OTH,81,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,21,0,435,3,9510,0,14,43,23
2017,P,2,7590,1,DEM,516,2,REP,80,3,OTH,114,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,22,0,435,3,9530,0,14,43,23
2017,P,2,7600,1,DEM,541,2,REP,89,3,OTH,100,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,23,0,435,3,9550,0,14,43,23
2017,P,2,7610,1,DEM,407,2,REP,64,3,OTH,93,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,24,0,435,3,9570,0,14,43,23
2017,P,2,7620,1,DEM,665,2,REP,130,3,OTH,141,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,25,0,435,3,9590,0,14,43,23
2017,P,2,7630,1,DEM,433,2,REP,99,3,OTH,86,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,26,0,435,3,9610,0,14,43,23
2017,P,2,7640,1,DEM,365,2,REP,95,3,OTH,71,4,,0,5,,0,6,,0,14,43,34,2,PITTSBURGH,W,14,D,27,0,435,3,9630,0,14,43,34
2017,P,2,7650,1,DEM,357,2,REP,113,3,OTH,60,4,,0,5,,0,6,,0,14,43,34,2,PITTSBURGH,W,14,D,28,0,435,3,9650,0,14,43,34
2017,P,2,7660,1,DEM,544,2,REP,113,3,OTH,123,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,29,0,435,3,9670,0,14,43,23
2017,P,2,7670,1,DEM,494,2,REP,94,3,OTH,101,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,30,0,435,3,9690,0,14,43,23
2017,P,2,7680,1,DEM,744,2,REP,157,3,OTH,179,4,,0,5,,0,6,,0,14,43,34,2,PITTSBURGH,W,14,D,31,0,435,3,9710,0,14,43,23
2017,P,2,7690,1,DEM,516,2,REP,94,3,OTH,170,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,32,0,435,3,9730,0,14,43,23
2017,P,2,7700,1,DEM,503,2,REP,144,3,OTH,162,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,33,0,435,3,9740,0,14,43,23
2017,P,2,7710,1,DEM,525,2,REP,161,3,OTH,165,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,34,0,435,3,9750,0,14,43,23
2017,P,2,7720,1,DEM,444,2,REP,70,3,OTH,94,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,35,0,435,3,9760,0,14,43,23
2017,P,2,7730,1,DEM,608,2,REP,113,3,OTH,144,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,36,0,435,3,9770,0,14,43,23
2017,P,2,7740,1,DEM,408,2,REP,117,3,OTH,127,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,37,0,435,3,9780,0,14,43,23
2017,P,2,7750,1,DEM,410,2,REP,90,3,OTH,82,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,38,0,435,3,9790,0,14,43,23
2017,P,2,7760,1,DEM,393,2,REP,87,3,OTH,104,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,39,0,435,3,9800,0,14,43,23
2017,P,2,7770,1,DEM,354,2,REP,62,3,OTH,116,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,40,0,435,3,9810,0,14,43,23
2017,P,2,7780,1,DEM,63,2,REP,8,3,OTH,18,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,14,D,41,0,435,3,9820,0,14,43,23
2017,P,2,7790,1,DEM,461,2,REP,82,3,OTH,87,4,,0,5,,0,6,,0,14,43,34,2,PITTSBURGH,W,15,D,1,0,435,3,9840,0,14,43,23
2017,P,2,7800,1,DEM,512,2,REP,99,3,OTH,127,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,15,D,2,0,435,3,9860,0,14,43,23
2017,P,2,7810,1,DEM,419,2,REP,84,3,OTH,114,4,,0,5,,0,6,,0,14,43,34,2,PITTSBURGH,W,15,D,3,0,435,3,9880,0,14,43,23
2017,P,2,7820,1,DEM,430,2,REP,105,3,OTH,100,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,15,D,4,0,435,3,9900,0,14,43,23
2017,P,2,7830,1,DEM,374,2,REP,91,3,OTH,91,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,15,D,5,0,435,3,9920,0,14,43,23
2017,P,2,7840,1,DEM,377,2,REP,80,3,OTH,88,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,15,D,6,0,435,3,9940,0,14,43,23
2017,P,2,7850,1,DEM,476,2,REP,97,3,OTH,103,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,15,D,7,0,435,3,9960,0,14,43,23
2017,P,2,7860,1,DEM,425,2,REP,97,3,OTH,116,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,15,D,8,0,435,3,9980,0,14,43,23
2017,P,2,7870,1,DEM,137,2,REP,23,3,OTH,16,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,15,D,9,0,435,3,A000,0,14,43,23
2017,P,2,7880,1,DEM,437,2,REP,84,3,OTH,96,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,15,D,10,0,435,3,A020,0,14,43,23
2017,P,2,7890,1,DEM,396,2,REP,102,3,OTH,80,4,,0,5,,0,6,,0,14,43,23,2,PITTSBURGH,W,15,D,11,0,435,3,A040,0,14,43,23
2017,P,2,7900,1,DEM,354,2,REP,54,3,OTH,79,4,,0,5,,0,6,,0,14,43,34,2,PITTSBURGH,W,15,D,12,0,435,3,A060,0,14,43,23
2017,P,2,7910,1,DEM,373,2,REP,30,3,OTH,50,4,,0,5,,0,6,,0,14,43,19,2,PITTSBURGH,W,15,D,13,0,435,3,A080,0,14,43,23
2017,P,2,7920,1,DEM,274,2,REP,27,3,OTH,25,4,,0,5,,0,6,,0,14,43,19,2,PITTSBURGH,W,15,D,14,0,435,3,A100,0,14,43,23
2017,P,2,7930,1,DEM,294,2,REP,41,3,OTH,51,4,,0,5,,0,6,,0,14,43,19,2,PITTSBURGH,W,15,D,15,0,435,3,A120,0,14,43,19
2017,P,2,7940,1,DEM,479,2,REP,36,3,OTH,53,4,,0,5,,0,6,,0,14,43,34,2,PITTSBURGH,W,15,D,16,0,435,3,A130,0,14,43,23
2017,P,2,7950,1,DEM,29,2,REP,1,3,OTH,4,4,,0,5,,0,6,,0,14,43,19,2,PITTSBURGH,W,15,D,17,0,435,3,A150,0,14,43,19
2017,P,2,7960,1,DEM,451,2,REP,48,3,OTH,71,4,,0,5,,0,6,,0,14,43,19,2,PITTSBURGH,W,15,D,18,0,435,3,A170,0,14,43,23
2017,P,2,7970,1,DEM,438,2,REP,38,3,OTH,43,4,,0,5,,0,6,,0,14,43,19,2,PITTSBURGH,W,15,D,19,0,435,3,A190,0,14,43,23
2017,P,2,7980,1,DEM,472,2,REP,171,3,OTH,168,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,16,D,1,0,435,3,A210,0,14,43,36
2017,P,2,7990,1,DEM,637,2,REP,276,3,OTH,252,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,16,D,2,0,435,3,A230,0,14,43,36
2017,P,2,8000,1,DEM,489,2,REP,190,3,OTH,170,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,16,D,3,0,435,3,A250,0,14,43,19
2017,P,2,8010,1,DEM,297,2,REP,62,3,OTH,70,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,16,D,4,0,435,3,A270,0,14,43,36
2017,P,2,8020,1,DEM,381,2,REP,97,3,OTH,124,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,16,D,5,0,435,3,A290,0,14,43,36
2017,P,2,8030,1,DEM,317,2,REP,81,3,OTH,79,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,16,D,6,0,435,3,A310,0,14,43,36
2017,P,2,8040,1,DEM,317,2,REP,48,3,OTH,50,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,16,D,7,0,435,3,A330,0,14,43,36
2017,P,2,8050,1,DEM,160,2,REP,11,3,OTH,24,4,,0,5,,0,6,,0,14,43,19,2,PITTSBURGH,W,16,D,8,0,435,3,A350,0,14,43,19
2017,P,2,8060,1,DEM,403,2,REP,64,3,OTH,66,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,16,D,9,0,435,3,A370,0,14,43,19
2017,P,2,8070,1,DEM,297,2,REP,49,3,OTH,46,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,16,D,10,0,435,3,A390,0,14,43,19
2017,P,2,8080,1,DEM,311,2,REP,46,3,OTH,49,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,16,D,11,0,435,3,A410,0,14,43,19
2017,P,2,8110,1,DEM,111,2,REP,45,3,OTH,41,4,,0,5,,0,6,,0,14,43,19,2,PITTSBURGH,W,17,D,1,0,435,3,A480,0,14,42,19
2017,P,2,8120,1,DEM,442,2,REP,222,3,OTH,204,4,,0,5,,0,6,,0,14,43,19,2,PITTSBURGH,W,17,D,2,0,435,3,A500,0,14,42,36
2017,P,2,8130,1,DEM,393,2,REP,137,3,OTH,126,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,17,D,3,0,435,3,A520,0,14,42,36
2017,P,2,8140,1,DEM,441,2,REP,185,3,OTH,159,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,17,D,4,0,435,3,A540,0,14,43,36
2017,P,2,8150,1,DEM,355,2,REP,137,3,OTH,100,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,17,D,5,0,435,3,A560,0,14,42,36
2017,P,2,8160,1,DEM,338,2,REP,79,3,OTH,86,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,17,D,6,0,435,3,A580,0,14,42,36
2017,P,2,8170,1,DEM,259,2,REP,76,3,OTH,73,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,17,D,7,0,435,3,A600,0,14,42,36
2017,P,2,8180,1,DEM,287,2,REP,85,3,OTH,80,4,,0,5,,0,6,,0,14,43,36,2,PITTSBURGH,W,17,D,8,0,435,3,A620,0,14,42,36
2017,P,2,8190,1,DEM,425,2,REP,110,3,OTH,63,4,,0,5,,0,6,,0,14,42,36,2,PITTSBURGH,W,18,D,1,0,435,3,A660,0,14,42,36
2017,P,2,8200,1,DEM,390,2,REP,23,3,OTH,31,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,18,D,2,0,435,3,A680,0,14,42,19
2017,P,2,8210,1,DEM,353,2,REP,6,3,OTH,28,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,18,D,3,0,435,3,A700,0,14,42,19
2017,P,2,8220,1,DEM,422,2,REP,17,3,OTH,43,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,18,D,4,0,435,3,A720,0,14,42,19
2017,P,2,8230,1,DEM,613,2,REP,190,3,OTH,154,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,18,D,5,0,435,3,A740,0,14,42,22
2017,P,2,8240,1,DEM,297,2,REP,38,3,OTH,52,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,18,D,6,0,435,3,A760,0,14,42,19
2017,P,2,8250,1,DEM,306,2,REP,69,3,OTH,75,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,18,D,7,0,435,3,A780,0,14,42,22
2017,P,2,8260,1,DEM,202,2,REP,26,3,OTH,30,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,18,D,8,0,435,3,A800,0,14,42,19
2017,P,2,8270,1,DEM,519,2,REP,83,3,OTH,102,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,18,D,9,0,435,3,A820,0,14,42,19
2017,P,2,8280,1,DEM,43,2,REP,32,3,OTH,15,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,18,D,10,0,435,3,A840,0,14,42,19
2017,P,2,8290,1,DEM,445,2,REP,55,3,OTH,87,4,,0,5,,0,6,,0,14,42,19,2,PITTSBURGH,W,18,D,11,0,435,3,A860,0,14,42,22
2017,P,2,8300,1,DEM,326,2,REP,125,3,OTH,87,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,1,0,435,3,A870,0,14,42,22
2017,P,2,8310,1,DEM,403,2,REP,160,3,OTH,121,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,2,0,435,3,A890,0,14,42,22
2017,P,2,8320,1,DEM,313,2,REP,148,3,OTH,85,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,3,0,435,3,A910,0,14,42,22
2017,P,2,8330,1,DEM,224,2,REP,123,3,OTH,64,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,4,0,435,3,A930,0,14,42,22
2017,P,2,8340,1,DEM,248,2,REP,113,3,OTH,82,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,5,0,435,3,A950,0,14,42,22
2017,P,2,8350,1,DEM,293,2,REP,133,3,OTH,87,4,,0,5,,0,6,,0,14,42,36,2,PITTSBURGH,W,19,D,6,0,435,3,A970,0,14,42,22
2017,P,2,8360,1,DEM,127,2,REP,56,3,OTH,60,4,,0,5,,0,6,,0,14,42,36,2,PITTSBURGH,W,19,D,7,0,435,3,A990,0,14,42,22
2017,P,2,8370,1,DEM,335,2,REP,150,3,OTH,94,4,,0,5,,0,6,,0,14,42,36,2,PITTSBURGH,W,19,D,8,0,435,3,B010,0,14,42,22
2017,P,2,8380,1,DEM,335,2,REP,114,3,OTH,102,4,,0,5,,0,6,,0,14,42,36,2,PITTSBURGH,W,19,D,9,0,435,3,B030,0,14,42,22
2017,P,2,8390,1,DEM,430,2,REP,123,3,OTH,126,4,,0,5,,0,6,,0,14,42,36,2,PITTSBURGH,W,19,D,10,0,435,3,B050,0,14,42,22
2017,P,2,8400,1,DEM,318,2,REP,98,3,OTH,78,4,,0,5,,0,6,,0,14,42,36,2,PITTSBURGH,W,19,D,11,0,435,3,B070,0,14,42,22
2017,P,2,8410,1,DEM,299,2,REP,81,3,OTH,48,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,12,0,435,3,B090,0,14,42,22
2017,P,2,8420,1,DEM,320,2,REP,88,3,OTH,76,4,,0,5,,0,6,,0,14,42,36,2,PITTSBURGH,W,19,D,13,0,435,3,B110,0,14,42,22
2017,P,2,8430,1,DEM,386,2,REP,103,3,OTH,94,4,,0,5,,0,6,,0,14,42,36,2,PITTSBURGH,W,19,D,14,0,435,3,B130,0,14,42,22
2017,P,2,8440,1,DEM,413,2,REP,108,3,OTH,109,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,15,0,435,3,B150,0,14,42,22
2017,P,2,8450,1,DEM,412,2,REP,80,3,OTH,96,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,16,0,435,3,B170,0,14,42,22
2017,P,2,8460,1,DEM,394,2,REP,115,3,OTH,66,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,17,0,435,3,B190,0,14,42,22
2017,P,2,8470,1,DEM,349,2,REP,50,3,OTH,87,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,18,0,435,3,B210,0,14,42,22
2017,P,2,8480,1,DEM,363,2,REP,84,3,OTH,86,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,19,0,435,3,B230,0,14,42,22
2017,P,2,8490,1,DEM,346,2,REP,99,3,OTH,74,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,20,0,435,3,B250,0,14,42,22
2017,P,2,8500,1,DEM,447,2,REP,106,3,OTH,77,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,21,0,435,3,B270,0,14,42,22
2017,P,2,8510,1,DEM,372,2,REP,93,3,OTH,84,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,22,0,435,3,B290,0,14,42,22
2017,P,2,8520,1,DEM,407,2,REP,116,3,OTH,102,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,23,0,435,3,B310,0,14,42,22
2017,P,2,8530,1,DEM,339,2,REP,101,3,OTH,70,4,,0,5,,0,6,,0,14,42,42,2,PITTSBURGH,W,19,D,24,0,435,3,B330,0,14,42,22
2017,P,2,8540,1,DEM,373,2,REP,93,3,OTH,63,4,,0,5,,0,6,,0,14,42,42,2,PITTSBURGH,W,19,D,25,0,435,3,B350,0,14,42,22
2017,P,2,8550,1,DEM,316,2,REP,86,3,OTH,76,4,,0,5,,0,6,,0,14,42,42,2,PITTSBURGH,W,19,D,26,0,435,3,B370,0,14,42,22
2017,P,2,8560,1,DEM,315,2,REP,98,3,OTH,46,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,27,0,435,3,B390,0,14,42,22
2017,P,2,8570,1,DEM,411,2,REP,151,3,OTH,78,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,28,0,435,3,B410,0,14,42,22
2017,P,2,8580,1,DEM,309,2,REP,115,3,OTH,84,4,,0,5,,0,6,,0,14,42,42,2,PITTSBURGH,W,19,D,29,0,435,3,B430,0,14,42,22
2017,P,2,8590,1,DEM,361,2,REP,103,3,OTH,61,4,,0,5,,0,6,,0,14,42,36,2,PITTSBURGH,W,19,D,30,0,435,3,B450,0,14,42,22
2017,P,2,8600,1,DEM,331,2,REP,111,3,OTH,58,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,31,0,435,3,B470,0,14,42,22
2017,P,2,8610,1,DEM,342,2,REP,96,3,OTH,83,4,,0,5,,0,6,,0,14,42,42,2,PITTSBURGH,W,19,D,32,0,435,3,B480,0,14,42,22
2017,P,2,8620,1,DEM,322,2,REP,87,3,OTH,51,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,33,0,435,3,B490,0,14,42,22
2017,P,2,8630,1,DEM,339,2,REP,112,3,OTH,63,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,34,0,435,3,B500,0,14,42,22
2017,P,2,8640,1,DEM,337,2,REP,101,3,OTH,60,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,19,D,35,0,435,3,B510,0,14,42,22
2017,P,2,8650,1,DEM,449,2,REP,127,3,OTH,78,4,,0,5,,0,6,,0,14,42,36,2,PITTSBURGH,W,19,D,36,0,435,3,B520,0,14,42,22
2017,P,2,8660,1,DEM,293,2,REP,90,3,OTH,68,4,,0,5,,0,6,,0,14,42,36,2,PITTSBURGH,W,19,D,37,0,435,3,B530,0,14,42,22
2017,P,2,8670,1,DEM,347,2,REP,90,3,OTH,69,4,,0,5,,0,6,,0,14,42,42,2,PITTSBURGH,W,19,D,38,0,435,3,B540,0,14,42,22
2017,P,2,8680,1,DEM,388,2,REP,159,3,OTH,81,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,20,D,1,0,435,3,B560,0,14,42,27
2017,P,2,8690,1,DEM,131,2,REP,52,3,OTH,38,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,20,D,2,0,435,3,B580,0,14,42,22
2017,P,2,8700,1,DEM,469,2,REP,152,3,OTH,79,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,20,D,3,0,435,3,B600,0,14,42,27
2017,P,2,8710,1,DEM,38,2,REP,12,3,OTH,10,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,20,D,4,0,435,3,B620,0,14,42,27
2017,P,2,8720,1,DEM,416,2,REP,90,3,OTH,64,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,20,D,5,0,435,3,B640,0,14,42,27
2017,P,2,8730,1,DEM,394,2,REP,74,3,OTH,74,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,20,D,6,0,435,3,B660,0,14,42,27
2017,P,2,8740,1,DEM,526,2,REP,83,3,OTH,80,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,20,D,7,0,435,3,B680,0,14,42,27
2017,P,2,8750,1,DEM,569,2,REP,87,3,OTH,87,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,20,D,8,0,435,3,B700,0,14,42,27
2017,P,2,8760,1,DEM,153,2,REP,18,3,OTH,30,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,20,D,9,0,435,3,B720,0,14,42,22
2017,P,2,8770,1,DEM,501,2,REP,65,3,OTH,70,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,20,D,10,0,435,3,B740,0,14,42,22
2017,P,2,8780,1,DEM,541,2,REP,68,3,OTH,83,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,20,D,11,0,435,3,B760,0,14,42,22
2017,P,2,8790,1,DEM,696,2,REP,104,3,OTH,127,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,20,D,12,0,435,3,B780,0,14,42,27
2017,P,2,8800,1,DEM,400,2,REP,34,3,OTH,37,4,,0,5,,0,6,,0,14,42,27,2,PITTSBURGH,W,20,D,13,0,435,3,B800,0,14,42,27
