Election Year (2017 for all records on CD)                ,Election Type Code (P for all records on CD)              ,County Code (01 through 67 see attached sheet),Precinct Code                                             ,Party 1 rank                                              ,Party 1 abbreviation                                      ,Registered Voters for party 1                             ,Party 2 rank                                              ,Party 2 abbreviation                                      ,Registered Voters for party 2                             ,Party 3 rank                                              ,Party 3 abbreviation                                      ,Registered Voters for party 3                             ,Party 4 rank                                              ,Party 4 abbreviation                                      ,Registered Voters for party 4                             ,Party 5 rank                                              ,Party 5 abbreviation                                      ,Registered Voters for party 5                             ,Party 6 rank                                              ,Party 6 abbreviation                                      ,Registered Voters for party 6                             ,U.S. Congressional District                               ,Pennsylvania State Senatorial District                    ,Pennsylvania State House District                         ,Municipality Type Code                                    ,Municipality Name                                        ,Municipality Breakdown Code 1                             ,Municipality Breakdown Name 1                            ,Municipality Breakdown Code 2                             ,Municipality Breakdown Name 2                            ,Bi-County Code (if municipality crosses county lines)    ,MCD Code                                                  ,FIPS Code                                                 ,VTD code                                                  ,Previous Precinct Code                                    ,Previous U.S. Congressional District                      ,Previous PA State Senatorial District                     ,Previous PA State House District 
2017,P,1,10,1,DEM,195,2,REP,272,3,OTH,98,4,,0,5,,0,6,,0,4,33,193,6,ABBOTTSTOWN,,,,,0,5,1,10,0,19,33,193
2017,P,1,20,1,DEM,160,2,REP,271,3,OTH,71,4,,0,5,,0,6,,0,4,33,193,6,ARENDTSVILLE,,,,,0,10,1,20,0,19,33,91
2017,P,1,30,1,DEM,110,2,REP,187,3,OTH,46,4,,0,5,,0,6,,0,4,33,193,6,BENDERSVILLE,,,,,0,15,1,30,0,19,33,193
2017,P,1,40,1,DEM,393,2,REP,900,3,OTH,221,4,,0,5,,0,6,,0,4,33,193,4,BERWICK,,,,,0,20,1,40,0,19,33,193
2017,P,1,50,1,DEM,195,2,REP,345,3,OTH,117,4,,0,5,,0,6,,0,4,33,193,6,BIGLERVILLE,,,,,0,25,1,50,0,19,33,193
2017,P,1,60,1,DEM,326,2,REP,513,3,OTH,173,4,,0,5,,0,6,,0,4,33,91,6,BONNEAUVILLE,,,,,0,27,1,60,0,19,33,91
2017,P,1,70,1,DEM,396,2,REP,1032,3,OTH,225,4,,0,5,,0,6,,0,4,33,193,4,BUTLER,,,,,0,30,1,70,0,19,33,193
2017,P,1,80,1,DEM,429,2,REP,799,3,OTH,315,4,,0,5,,0,6,,0,4,33,91,6,CARROLL VALLEY,D,1,,,0,33,1,78,0,19,33,91
2017,P,1,85,1,DEM,329,2,REP,683,3,OTH,234,4,,0,5,,0,6,,0,4,33,91,6,CARROLL VALLEY,D,2,,,0,33,1,82,0,19,33,91
2017,P,1,90,1,DEM,679,2,REP,1147,3,OTH,311,4,,0,5,,0,6,,0,4,33,91,4,CONEWAGO,X,1,,,0,35,1,90,0,19,33,91
2017,P,1,100,1,DEM,678,2,REP,1367,3,OTH,410,4,,0,5,,0,6,,0,4,33,91,4,CONEWAGO,X,2,,,0,35,1,100,0,19,33,91
2017,P,1,110,1,DEM,567,2,REP,695,3,OTH,207,4,,0,5,,0,6,,0,4,33,91,4,CUMBERLAND,X,1,,,0,40,1,110,0,19,33,91
2017,P,1,120,1,DEM,309,2,REP,608,3,OTH,147,4,,0,5,,0,6,,0,4,33,91,4,CUMBERLAND,X,2,,,0,40,1,120,0,19,33,91
2017,P,1,130,1,DEM,436,2,REP,651,3,OTH,214,4,,0,5,,0,6,,0,4,33,91,4,CUMBERLAND,X,3,,,0,40,1,130,0,19,33,91
2017,P,1,140,1,DEM,411,2,REP,674,3,OTH,182,4,,0,5,,0,6,,0,4,33,91,4,CUMBERLAND,X,4,,,0,40,1,140,0,19,33,91
2017,P,1,150,1,DEM,282,2,REP,587,3,OTH,140,4,,0,5,,0,6,,0,4,33,193,6,EAST BERLIN,,,,,0,45,1,150,0,19,33,193
2017,P,1,160,1,DEM,117,2,REP,201,3,OTH,64,4,,0,5,,0,6,,0,4,33,91,6,FAIRFIELD,,,,,0,50,1,160,0,19,33,91
2017,P,1,170,1,DEM,450,2,REP,896,3,OTH,248,4,,0,5,,0,6,,0,4,33,91,4,FRANKLIN,X,1,,,0,55,1,170,0,19,33,91
2017,P,1,180,1,DEM,412,2,REP,879,3,OTH,208,4,,0,5,,0,6,,0,4,33,91,4,FRANKLIN,X,2,,,0,55,1,180,0,19,33,91
2017,P,1,190,1,DEM,184,2,REP,380,3,OTH,93,4,,0,5,,0,6,,0,4,33,91,4,FREEDOM,,,,,0,60,1,190,0,19,33,91
2017,P,1,200,1,DEM,443,2,REP,1193,3,OTH,274,4,,0,5,,0,6,,0,4,33,91,4,GERMANY,,,,,0,65,1,200,0,19,33,91
2017,P,1,210,1,DEM,591,2,REP,434,3,OTH,246,4,,0,5,,0,6,,0,4,33,91,6,GETTYSBURG,W,1,,,0,70,1,210,0,19,33,91
2017,P,1,230,1,DEM,1021,2,REP,528,3,OTH,615,4,,0,5,,0,6,,0,4,33,91,6,GETTYSBURG,W,2,,,0,70,1,230,0,19,33,91
2017,P,1,240,1,DEM,467,2,REP,418,3,OTH,174,4,,0,5,,0,6,,0,4,33,91,6,GETTYSBURG,W,3,,,0,70,1,240,0,19,33,91
2017,P,1,260,1,DEM,417,2,REP,1025,3,OTH,223,4,,0,5,,0,6,,0,4,33,193,4,HAMILTON,,,,,0,77,1,260,0,19,33,193
2017,P,1,270,1,DEM,393,2,REP,847,3,OTH,222,4,,0,5,,0,6,,0,4,33,91,4,HAMILTONBAN,,,,,0,80,1,270,0,19,33,91
2017,P,1,280,1,DEM,172,2,REP,401,3,OTH,98,4,,0,5,,0,6,,0,4,33,91,4,HIGHLAND,,,,,0,85,1,280,0,19,33,91
2017,P,1,290,1,DEM,311,2,REP,946,3,OTH,181,4,,0,5,,0,6,,0,4,33,193,4,HUNTINGTON,,,,,0,90,1,290,0,19,33,193
2017,P,1,310,1,DEM,386,2,REP,1142,3,OTH,212,4,,0,5,,0,6,,0,4,33,193,4,LATIMORE,,,,,0,95,1,310,0,19,33,193
2017,P,1,320,1,DEM,249,2,REP,519,3,OTH,156,4,,0,5,,0,6,,0,4,33,91,4,LIBERTY,,,,,0,100,1,320,0,19,33,91
2017,P,1,330,1,DEM,340,2,REP,789,3,OTH,241,4,,0,5,,0,6,,0,4,33,91,6,LITTLESTOWN,W,1,,,0,105,1,330,0,19,33,91
2017,P,1,340,1,DEM,415,2,REP,788,3,OTH,235,4,,0,5,,0,6,,0,4,33,91,6,LITTLESTOWN,W,2,,,0,105,1,340,0,19,33,91
2017,P,1,350,1,DEM,334,2,REP,416,3,OTH,157,4,,0,5,,0,6,,0,4,33,91,6,MC SHERRYSTOWN,X,1,,,0,110,1,350,0,19,33,91
2017,P,1,360,1,DEM,230,2,REP,349,3,OTH,118,4,,0,5,,0,6,,0,4,33,91,6,MC SHERRYSTOWN,X,2,,,0,110,1,360,0,19,33,91
2017,P,1,370,1,DEM,512,2,REP,1238,3,OTH,303,4,,0,5,,0,6,,0,4,33,193,4,MENALLEN,,,,,0,115,1,370,0,19,33,193
2017,P,1,380,1,DEM,383,2,REP,731,3,OTH,182,4,,0,5,,0,6,,0,4,33,91,4,MT. JOY,X,1,,,0,120,1,380,0,19,33,91
2017,P,1,390,1,DEM,340,2,REP,819,3,OTH,201,4,,0,5,,0,6,,0,4,33,91,4,MT. JOY,X,2,,,0,120,1,385,0,19,33,91
2017,P,1,400,1,DEM,490,2,REP,972,3,OTH,251,4,,0,5,,0,6,,0,4,33,91,4,MT. PLEASANT,X,1,,,0,125,1,390,0,19,33,91
2017,P,1,410,1,DEM,309,2,REP,569,3,OTH,171,4,,0,5,,0,6,,0,4,33,91,4,MT. PLEASANT,X,2,,,0,125,1,400,0,19,33,91
2017,P,1,420,1,DEM,403,2,REP,426,3,OTH,165,4,,0,5,,0,6,,0,4,33,193,6,NEW OXFORD,,,,,0,130,1,410,0,19,33,193
2017,P,1,425,1,DEM,534,2,REP,870,3,OTH,246,4,,0,5,,0,6,,0,4,33,193,4,OXFORD,D,1,,,0,135,1,425,0,19,33,193
2017,P,1,435,1,DEM,520,2,REP,1042,3,OTH,254,4,,0,5,,0,6,,0,4,33,193,4,OXFORD,D,2,,,0,135,1,427,0,19,33,193
2017,P,1,440,1,DEM,508,2,REP,1226,3,OTH,311,4,,0,5,,0,6,,0,4,33,193,4,READING,X,1,,,0,140,1,430,0,19,33,193
2017,P,1,450,1,DEM,443,2,REP,895,3,OTH,232,4,,0,5,,0,6,,0,4,33,193,4,READING,X,2,,,0,140,1,435,0,19,33,193
2017,P,1,460,1,DEM,532,2,REP,805,3,OTH,200,4,,0,5,,0,6,,0,4,33,91,4,STRABAN,X,1,,,0,145,1,440,0,19,33,91
2017,P,1,470,1,DEM,411,2,REP,774,3,OTH,245,4,,0,5,,0,6,,0,4,33,91,4,STRABAN,X,2,,,0,145,1,450,0,19,33,91
2017,P,1,480,1,DEM,333,2,REP,768,3,OTH,198,4,,0,5,,0,6,,0,4,33,193,4,TYRONE,,,,,0,150,1,460,0,19,33,193
2017,P,1,500,1,DEM,495,2,REP,1269,3,OTH,263,4,,0,5,,0,6,,0,4,33,91,4,UNION,,,,,0,155,1,480,0,19,33,91
2017,P,1,510,1,DEM,104,2,REP,142,3,OTH,43,4,,0,5,,0,6,,0,4,33,193,6,YORK SPRINGS,,,,,0,160,1,490,0,19,33,193
2017,P,2,10,1,DEM,520,2,REP,690,3,OTH,158,4,,0,5,,0,6,,0,12,37,44,4,ALEPPO,,,,,0,5,3,10,0,14,37,46
2017,P,2,20,1,DEM,450,2,REP,274,3,OTH,144,4,,0,5,,0,6,,0,12,38,21,6,ASPINWALL,D,1,,,0,10,3,21,0,18,38,24
2017,P,2,30,1,DEM,279,2,REP,207,3,OTH,105,4,,0,5,,0,6,,0,12,38,21,6,ASPINWALL,D,2,,,0,10,3,31,0,18,38,24
2017,P,2,40,1,DEM,445,2,REP,278,3,OTH,133,4,,0,5,,0,6,,0,12,38,21,6,ASPINWALL,D,3,,,0,10,3,50,0,18,38,24
2017,P,2,50,1,DEM,661,2,REP,258,3,OTH,185,4,,0,5,,0,6,,0,14,42,20,6,AVALON,W,1,,,0,15,3,61,0,14,37,27
2017,P,2,60,1,DEM,416,2,REP,169,3,OTH,114,4,,0,5,,0,6,,0,14,42,20,6,AVALON,W,2,D,1,0,15,3,81,0,14,37,27
2017,P,2,70,1,DEM,257,2,REP,145,3,OTH,68,4,,0,5,,0,6,,0,14,42,20,6,AVALON,W,2,D,2,0,15,3,91,0,14,37,27
2017,P,2,80,1,DEM,187,2,REP,90,3,OTH,53,4,,0,5,,0,6,,0,14,42,20,6,AVALON,W,3,D,1,0,15,3,101,0,4,37,27
2017,P,2,90,1,DEM,280,2,REP,139,3,OTH,68,4,,0,5,,0,6,,0,14,42,20,6,AVALON,W,3,D,2,0,15,3,111,0,14,37,27
2017,P,2,100,1,DEM,279,2,REP,127,3,OTH,78,4,,0,5,,0,6,,0,14,42,20,6,AVALON,W,3,D,3,0,15,3,121,0,14,37,27
2017,P,2,110,1,DEM,413,2,REP,257,3,OTH,96,4,,0,5,,0,6,,0,14,42,42,4,BALDWIN,D,1,,,0,25,3,130,0,18,42,22
2017,P,2,120,1,DEM,415,2,REP,201,3,OTH,88,4,,0,5,,0,6,,0,14,42,42,4,BALDWIN,D,2,,,0,25,3,140,0,18,42,22
2017,P,2,130,1,DEM,370,2,REP,148,3,OTH,58,4,,0,5,,0,6,,0,14,45,36,6,BALDWIN,D,1,,,0,20,3,151,0,14,43,36
2017,P,2,140,1,DEM,625,2,REP,254,3,OTH,129,4,,0,5,,0,6,,0,14,45,36,6,BALDWIN,D,2,,,0,20,3,161,0,14,43,36
2017,P,2,150,1,DEM,502,2,REP,207,3,OTH,89,4,,0,5,,0,6,,0,14,45,36,6,BALDWIN,D,3,,,0,20,3,171,0,14,43,36
2017,P,2,160,1,DEM,470,2,REP,208,3,OTH,84,4,,0,5,,0,6,,0,14,45,36,6,BALDWIN,D,4,,,0,20,3,181,0,14,43,36
2017,P,2,170,1,DEM,478,2,REP,209,3,OTH,93,4,,0,5,,0,6,,0,14,45,38,6,BALDWIN,D,5,,,0,20,3,191,0,14,43,38
2017,P,2,180,1,DEM,423,2,REP,235,3,OTH,89,4,,0,5,,0,6,,0,14,45,38,6,BALDWIN,D,6,,,0,20,3,201,0,14,43,38
2017,P,2,190,1,DEM,450,2,REP,249,3,OTH,99,4,,0,5,,0,6,,0,14,45,38,6,BALDWIN,D,7,,,0,20,3,211,0,14,43,38
2017,P,2,200,1,DEM,402,2,REP,206,3,OTH,94,4,,0,5,,0,6,,0,14,45,38,6,BALDWIN,D,8,,,0,20,3,221,0,14,43,38
2017,P,2,210,1,DEM,436,2,REP,226,3,OTH,85,4,,0,5,,0,6,,0,14,45,36,6,BALDWIN,D,9,,,0,20,3,231,0,14,43,36
2017,P,2,225,1,DEM,642,2,REP,201,3,OTH,179,4,,0,5,,0,6,,0,14,45,38,6,BALDWIN,D,10,,,0,20,3,225,0,14,43,38
2017,P,2,235,1,DEM,689,2,REP,245,3,OTH,167,4,,0,5,,0,6,,0,14,45,38,6,BALDWIN,D,11,,,0,20,3,235,0,14,43,38
2017,P,2,240,1,DEM,421,2,REP,128,3,OTH,66,4,,0,5,,0,6,,0,14,45,36,6,BALDWIN,D,12,,,0,20,3,261,0,14,43,36
2017,P,2,250,1,DEM,418,2,REP,183,3,OTH,72,4,,0,5,,0,6,,0,14,45,36,6,BALDWIN,D,13,,,0,20,3,271,0,14,43,36
2017,P,2,260,1,DEM,346,2,REP,175,3,OTH,64,4,,0,5,,0,6,,0,14,45,38,6,BALDWIN,D,14,,,0,20,3,281,0,14,43,38
2017,P,2,270,1,DEM,519,2,REP,188,3,OTH,74,4,,0,5,,0,6,,0,14,45,36,6,BALDWIN,D,15,,,0,20,3,291,0,14,43,36
2017,P,2,280,1,DEM,552,2,REP,210,3,OTH,109,4,,0,5,,0,6,,0,14,45,36,6,BALDWIN,D,16,,,0,20,3,295,0,14,43,36
2017,P,2,290,1,DEM,420,2,REP,195,3,OTH,69,4,,0,5,,0,6,,0,14,45,38,6,BALDWIN,D,17,,,0,20,3,301,0,14,43,38
2017,P,2,300,1,DEM,565,2,REP,250,3,OTH,109,4,,0,5,,0,6,,0,14,45,36,6,BALDWIN,D,18,,,0,20,3,305,0,14,43,38
2017,P,2,310,1,DEM,421,2,REP,524,3,OTH,191,4,,0,5,,0,6,,0,12,37,44,6,BELL ACRES,,,,,0,28,3,310,0,12,37,16
2017,P,2,320,1,DEM,610,2,REP,247,3,OTH,171,4,,0,5,,0,6,,0,14,42,20,6,BELLEVUE,W,1,D,1,0,30,3,321,0,14,42,16
2017,P,2,330,1,DEM,589,2,REP,225,3,OTH,145,4,,0,5,,0,6,,0,14,42,20,6,BELLEVUE,W,1,D,2,0,30,3,331,0,14,42,16
2017,P,2,340,1,DEM,685,2,REP,244,3,OTH,203,4,,0,5,,0,6,,0,14,42,20,6,BELLEVUE,W,2,D,1,0,30,3,351,0,14,42,16
2017,P,2,350,1,DEM,557,2,REP,264,3,OTH,158,4,,0,5,,0,6,,0,14,42,20,6,BELLEVUE,W,2,D,2,0,30,3,361,0,14,42,16
2017,P,2,360,1,DEM,554,2,REP,278,3,OTH,188,4,,0,5,,0,6,,0,14,42,20,6,BELLEVUE,W,3,D,1,0,30,3,371,0,14,42,16
2017,P,2,370,1,DEM,490,2,REP,269,3,OTH,155,4,,0,5,,0,6,,0,14,42,20,6,BELLEVUE,W,3,D,2,0,30,3,381,0,14,42,16
2017,P,2,380,1,DEM,257,2,REP,151,3,OTH,65,4,,0,5,,0,6,,0,14,42,45,6,BEN AVON,D,1,,,0,35,3,400,0,4,37,27
2017,P,2,390,1,DEM,472,2,REP,333,3,OTH,149,4,,0,5,,0,6,,0,14,42,45,6,BEN AVON,D,2,,,0,35,3,411,0,4,37,27
2017,P,2,400,1,DEM,116,2,REP,164,3,OTH,39,4,,0,5,,0,6,,0,14,37,45,6,BEN AVON HEIGHTS,,,,,0,40,3,430,0,14,37,44
2017,P,2,410,1,DEM,390,2,REP,353,3,OTH,123,4,,0,5,,0,6,,0,18,37,40,6,BETHEL PARK,W,1,D,1,0,45,3,441,0,18,37,40
2017,P,2,420,1,DEM,447,2,REP,257,3,OTH,107,4,,0,5,,0,6,,0,18,37,40,6,BETHEL PARK,W,1,D,2,0,45,3,446,0,18,37,40
2017,P,2,430,1,DEM,405,2,REP,304,3,OTH,98,4,,0,5,,0,6,,0,18,37,40,6,BETHEL PARK,W,1,D,3,0,45,3,452,0,18,37,40
2017,P,2,440,1,DEM,298,2,REP,374,3,OTH,63,4,,0,5,,0,6,,0,18,37,39,6,BETHEL PARK,W,2,D,1,0,45,3,461,0,18,37,40
2017,P,2,450,1,DEM,358,2,REP,432,3,OTH,113,4,,0,5,,0,6,,0,18,37,39,6,BETHEL PARK,W,2,D,2,0,45,3,466,0,18,37,40
2017,P,2,460,1,DEM,516,2,REP,446,3,OTH,153,4,,0,5,,0,6,,0,18,37,39,6,BETHEL PARK,W,2,D,3,0,45,3,472,0,18,37,40
2017,P,2,470,1,DEM,330,2,REP,367,3,OTH,93,4,,0,5,,0,6,,0,18,37,39,6,BETHEL PARK,W,3,D,1,0,45,3,481,0,18,37,42
2017,P,2,480,1,DEM,371,2,REP,440,3,OTH,110,4,,0,5,,0,6,,0,18,37,39,6,BETHEL PARK,W,3,D,2,0,45,3,486,0,18,37,42
2017,P,2,490,1,DEM,426,2,REP,504,3,OTH,140,4,,0,5,,0,6,,0,18,37,39,6,BETHEL PARK,W,3,D,3,0,45,3,493,0,18,37,42
2017,P,2,500,1,DEM,601,2,REP,544,3,OTH,157,4,,0,5,,0,6,,0,18,37,40,6,BETHEL PARK,W,4,D,1,0,45,3,501,0,18,37,40
2017,P,2,510,1,DEM,403,2,REP,310,3,OTH,81,4,,0,5,,0,6,,0,18,37,40,6,BETHEL PARK,W,4,D,2,0,45,3,511,0,18,37,40
2017,P,2,520,1,DEM,374,2,REP,378,3,OTH,117,4,,0,5,,0,6,,0,18,37,40,6,BETHEL PARK,W,4,D,3,0,45,3,522,0,18,37,40
2017,P,2,530,1,DEM,292,2,REP,218,3,OTH,92,4,,0,5,,0,6,,0,18,37,40,6,BETHEL PARK,W,5,D,1,0,45,3,530,0,18,37,40
2017,P,2,540,1,DEM,331,2,REP,214,3,OTH,107,4,,0,5,,0,6,,0,18,37,40,6,BETHEL PARK,W,5,D,2,0,45,3,540,0,18,37,40
2017,P,2,550,1,DEM,659,2,REP,607,3,OTH,202,4,,0,5,,0,6,,0,18,37,40,6,BETHEL PARK,W,5,D,3,0,45,3,542,0,18,37,42
2017,P,2,560,1,DEM,553,2,REP,572,3,OTH,157,4,,0,5,,0,6,,0,18,37,40,6,BETHEL PARK,W,6,D,1,0,45,3,551,0,18,37,40
2017,P,2,570,1,DEM,455,2,REP,375,3,OTH,138,4,,0,5,,0,6,,0,18,37,40,6,BETHEL PARK,W,6,D,2,0,45,3,562,0,18,37,40
2017,P,2,580,1,DEM,302,2,REP,369,3,OTH,96,4,,0,5,,0,6,,0,18,37,40,6,BETHEL PARK,W,6,D,3,0,45,3,565,0,18,37,42
2017,P,2,590,1,DEM,493,2,REP,500,3,OTH,151,4,,0,5,,0,6,,0,18,37,40,6,BETHEL PARK,W,7,D,1,0,45,3,571,0,18,37,42
2017,P,2,600,1,DEM,425,2,REP,441,3,OTH,97,4,,0,5,,0,6,,0,18,37,40,6,BETHEL PARK,W,7,D,2,0,45,3,576,0,18,37,42
2017,P,2,610,1,DEM,337,2,REP,300,3,OTH,112,4,,0,5,,0,6,,0,18,37,40,6,BETHEL PARK,W,7,D,3,0,45,3,582,0,18,37,42
2017,P,2,620,1,DEM,247,2,REP,210,3,OTH,51,4,,0,5,,0,6,,0,18,37,40,6,BETHEL PARK,W,8,D,1,0,45,3,591,0,18,37,42
2017,P,2,630,1,DEM,303,2,REP,189,3,OTH,56,4,,0,5,,0,6,,0,18,37,40,6,BETHEL PARK,W,8,D,2,0,45,3,596,0,18,37,42
2017,P,2,640,1,DEM,556,2,REP,507,3,OTH,154,4,,0,5,,0,6,,0,18,37,40,6,BETHEL PARK,W,8,D,3,0,45,3,603,0,18,37,40
2017,P,2,645,1,DEM,200,2,REP,189,3,OTH,70,4,,0,5,,0,6,,0,18,37,40,6,BETHEL PARK,W,8,D,4,0,45,3,602,0,18,37,40
2017,P,2,650,1,DEM,223,2,REP,278,3,OTH,60,4,,0,5,,0,6,,0,18,37,39,6,BETHEL PARK,W,9,D,1,0,45,3,623,0,18,37,40
2017,P,2,660,1,DEM,297,2,REP,319,3,OTH,82,4,,0,5,,0,6,,0,18,37,39,6,BETHEL PARK,W,9,D,2,0,45,3,625,0,18,37,40
2017,P,2,670,1,DEM,513,2,REP,673,3,OTH,180,4,,0,5,,0,6,,0,18,37,39,6,BETHEL PARK,W,9,D,3,0,45,3,624,0,18,37,40
2017,P,2,680,1,DEM,629,2,REP,252,3,OTH,160,4,,0,5,,0,6,,0,14,38,32,6,BLAWNOX,D,1,,,0,50,3,631,0,14,38,32
2017,P,2,690,1,DEM,295,2,REP,119,3,OTH,75,4,,0,5,,0,6,,0,14,38,33,6,BRACKENRIDGE,W,1,,,0,55,3,650,0,14,45,33
2017,P,2,700,1,DEM,453,2,REP,223,3,OTH,108,4,,0,5,,0,6,,0,14,38,33,6,BRACKENRIDGE,W,2,,,0,55,3,660,0,14,45,33
2017,P,2,710,1,DEM,346,2,REP,222,3,OTH,95,4,,0,5,,0,6,,0,14,38,33,6,BRACKENRIDGE,W,3,,,0,55,3,670,0,14,45,33
2017,P,2,720,1,DEM,472,2,REP,28,3,OTH,56,4,,0,5,,0,6,,0,14,45,34,6,BRADDOCK,W,1,,,0,60,3,711,0,14,45,34
2017,P,2,730,1,DEM,498,2,REP,31,3,OTH,56,4,,0,5,,0,6,,0,14,45,34,6,BRADDOCK,W,2,,,0,60,3,720,0,14,45,34
2017,P,2,740,1,DEM,389,2,REP,28,3,OTH,51,4,,0,5,,0,6,,0,14,45,34,6,BRADDOCK,W,3,,,0,60,3,721,0,14,45,34
2017,P,2,750,1,DEM,609,2,REP,126,3,OTH,77,4,,0,5,,0,6,,0,14,43,34,6,BRADDOCK HILLS,D,1,,,0,65,3,750,0,14,43,34
2017,P,2,760,1,DEM,399,2,REP,79,3,OTH,55,4,,0,5,,0,6,,0,14,43,34,6,BRADDOCK HILLS,D,2,,,0,65,3,760,0,14,43,34
2017,P,2,770,1,DEM,345,2,REP,521,3,OTH,157,4,,0,5,,0,6,,0,12,38,28,6,BRADFORD WOODS,,,,,0,70,3,770,0,12,40,28
2017,P,2,780,1,DEM,289,2,REP,197,3,OTH,62,4,,0,5,,0,6,,0,14,45,36,6,BRENTWOOD,D,1,,,0,75,3,781,0,14,42,36
2017,P,2,790,1,DEM,408,2,REP,226,3,OTH,115,4,,0,5,,0,6,,0,14,45,36,6,BRENTWOOD,D,2,,,0,75,3,791,0,14,42,36
2017,P,2,800,1,DEM,348,2,REP,154,3,OTH,76,4,,0,5,,0,6,,0,14,45,36,6,BRENTWOOD,D,3,,,0,75,3,801,0,14,42,36
2017,P,2,810,1,DEM,470,2,REP,197,3,OTH,118,4,,0,5,,0,6,,0,14,45,36,6,BRENTWOOD,D,4,,,0,75,3,811,0,14,42,36
2017,P,2,820,1,DEM,423,2,REP,172,3,OTH,124,4,,0,5,,0,6,,0,14,45,36,6,BRENTWOOD,D,5,,,0,75,3,821,0,14,42,36
2017,P,2,830,1,DEM,393,2,REP,190,3,OTH,122,4,,0,5,,0,6,,0,14,45,36,6,BRENTWOOD,D,6,,,0,75,3,831,0,14,42,36
2017,P,2,840,1,DEM,411,2,REP,223,3,OTH,125,4,,0,5,,0,6,,0,14,45,36,6,BRENTWOOD,D,7,,,0,75,3,841,0,14,42,36
2017,P,2,850,1,DEM,397,2,REP,237,3,OTH,87,4,,0,5,,0,6,,0,14,45,36,6,BRENTWOOD,D,8,,,0,75,3,851,0,14,42,36
2017,P,2,860,1,DEM,332,2,REP,178,3,OTH,74,4,,0,5,,0,6,,0,14,45,36,6,BRENTWOOD,D,9,,,0,75,3,861,0,14,42,36
2017,P,2,870,1,DEM,298,2,REP,172,3,OTH,87,4,,0,5,,0,6,,0,14,45,36,6,BRENTWOOD,D,10,,,0,75,3,865,0,14,42,36
2017,P,2,880,1,DEM,444,2,REP,262,3,OTH,88,4,,0,5,,0,6,,0,18,37,46,6,BRIDGEVILLE,D,1,,,0,80,3,871,0,18,37,45
2017,P,2,890,1,DEM,486,2,REP,250,3,OTH,131,4,,0,5,,0,6,,0,18,37,46,6,BRIDGEVILLE,D,2,,,0,80,3,881,0,18,37,45
2017,P,2,900,1,DEM,426,2,REP,318,3,OTH,113,4,,0,5,,0,6,,0,18,37,46,6,BRIDGEVILLE,D,3,,,0,80,3,891,0,18,37,45
2017,P,2,910,1,DEM,504,2,REP,341,3,OTH,124,4,,0,5,,0,6,,0,18,37,46,6,BRIDGEVILLE,D,4,,,0,80,3,901,0,18,37,45
2017,P,2,920,1,DEM,285,2,REP,145,3,OTH,93,4,,0,5,,0,6,,0,18,42,45,6,CARNEGIE,W,1,D,1,0,85,3,920,0,18,42,45
2017,P,2,930,1,DEM,620,2,REP,362,3,OTH,203,4,,0,5,,0,6,,0,18,42,45,6,CARNEGIE,W,1,D,2,0,85,3,930,0,18,42,45
2017,P,2,940,1,DEM,500,2,REP,219,3,OTH,91,4,,0,5,,0,6,,0,18,42,45,6,CARNEGIE,W,1,D,3,0,85,3,940,0,18,42,45
2017,P,2,950,1,DEM,249,2,REP,69,3,OTH,62,4,,0,5,,0,6,,0,18,42,45,6,CARNEGIE,W,1,D,4,0,85,3,950,0,18,42,45
2017,P,2,960,1,DEM,383,2,REP,167,3,OTH,111,4,,0,5,,0,6,,0,18,42,45,6,CARNEGIE,W,2,D,1,0,85,3,961,0,18,42,45
2017,P,2,970,1,DEM,315,2,REP,124,3,OTH,78,4,,0,5,,0,6,,0,18,42,45,6,CARNEGIE,W,2,D,2,0,85,3,980,0,18,42,45
2017,P,2,980,1,DEM,286,2,REP,143,3,OTH,57,4,,0,5,,0,6,,0,18,42,45,6,CARNEGIE,W,2,D,3,0,85,3,990,0,18,42,45
2017,P,2,990,1,DEM,577,2,REP,221,3,OTH,157,4,,0,5,,0,6,,0,18,42,45,6,CARNEGIE,W,2,D,4,0,85,3,1000,0,18,42,45
2017,P,2,1000,1,DEM,569,2,REP,292,3,OTH,180,4,,0,5,,0,6,,0,18,42,42,6,CASTLE SHANNON,D,1,,,0,90,3,1011,0,18,42,22
2017,P,2,1010,1,DEM,471,2,REP,249,3,OTH,138,4,,0,5,,0,6,,0,18,42,42,6,CASTLE SHANNON,D,2,,,0,90,3,1021,0,18,42,22
2017,P,2,1020,1,DEM,440,2,REP,233,3,OTH,125,4,,0,5,,0,6,,0,18,42,42,6,CASTLE SHANNON,D,3,,,0,90,3,1031,0,18,42,22
2017,P,2,1030,1,DEM,361,2,REP,184,3,OTH,101,4,,0,5,,0,6,,0,18,42,42,6,CASTLE SHANNON,D,4,,,0,90,3,1041,0,18,42,22
2017,P,2,1040,1,DEM,384,2,REP,154,3,OTH,86,4,,0,5,,0,6,,0,18,42,42,6,CASTLE SHANNON,D,5,,,0,90,3,1051,0,18,42,22
2017,P,2,1050,1,DEM,381,2,REP,191,3,OTH,73,4,,0,5,,0,6,,0,18,42,42,6,CASTLE SHANNON,D,6,,,0,90,3,1061,0,18,42,22
2017,P,2,1060,1,DEM,449,2,REP,225,3,OTH,98,4,,0,5,,0,6,,0,18,42,42,6,CASTLE SHANNON,D,7,,,0,90,3,1068,0,18,42,22
